"#","Word","Frequency","Google_Translate","Wolfram_Translate"
599,"verloren",0.00016326819611093573,"lost","{""lost""}"
600,"stellen",0.0001631242840826317,"put","{""put in"", ""submit"", ""arrange"", ""classify"", ""organize"", ""systematize"", ""order"", ""sort"", ""pose"", ""put forward"", ""lay"", ""lay down"", ""put"", ""place""}"
601,"beinahe",0.00016254863596941552,"nearly","{""approximate"", ""estimated"", ""virtually"", ""almost"", ""nearly"", ""all but"", ""not quite""}"
602,"irgendwie",0.00016254863596941552,"somehow","{""somehow"", ""anyhow"", ""in any case"", ""no matter how"", ""anyway"", ""at any rate""}"
603,"wahr",0.0001624766799552635,"true","Missing[""NotAvailable""]"
604,"wirkte",0.0001617571198137433,"worked","Missing[""NotAvailable""]"
605,"tom",0.00016154125177128724,"tom","Missing[""NotAvailable""]"
606,"zuvor",0.00016146929575713522,"before","{""before"", ""previously"", ""prior to"", ""previous to""}"
607,"flüsterte",0.00016132538372883116,"whispered","Missing[""NotAvailable""]"
608,"tränen",0.00016132538372883116,"tears","{""water""}"
609,"nähe",0.00016096560365807107,"neighborhood","Missing[""NotAvailable""]"
610,"fertig",0.00016089364764391905,"finished","{""ready"", ""set"", ""all set"", ""complete"", ""finished"", ""ended"", ""through"", ""done"", ""terminated""}"
611,"wollten",0.0001603899555448549,"wanted to","Missing[""NotAvailable""]"
612,"musst",0.00015952648337503065,"must","Missing[""NotAvailable""]"
613,"inzwischen",0.00015952648337503065,"meanwhile","{""meanwhile"", ""in the meantime"", ""between times"", ""in between"", ""since"", ""since then""}"
614,"jahr",0.00015880692323351044,"year","Missing[""NotAvailable""]"
615,"gedacht",0.00015880692323351044,"thought","Missing[""NotAvailable""]"
616,"groß",0.00015859105519105436,"large","{""great"", ""large"", ""big"", ""huge"", ""bulky"", ""gross"", ""tall""}"
617,"näher",0.00015823127512029427,"closer","{""further"", ""more specific"", ""more detailed"", ""closely"", ""nearly"", ""closer"", ""nearer""}"
618,"welche",0.00015808736309199024,"Which","{""which"", ""what"", ""whichever""}"
619,"erneut",0.00015779953903538214,"again","Missing[""NotAvailable""]"
620,"entfernt",0.00015751171497877407,"away","{""far-off"", ""distant"", ""faraway"", ""far off"", ""far"", ""afar"", ""away""}"
621,"ruhig",0.00015686411085140588,"calm","{""windless"", ""calm"", ""still"", ""quiet"", ""placid"", ""tranquil"", ""serene"", ""sober-minded"", ""silent"", ""smooth"", ""peaceful"", ""peaceable"", ""unruffled"", ""easy"", ""quietly"", ""silently"", ""noiselessly""}"
622,"hilfe",0.00015686411085140588,"Help","Missing[""NotAvailable""]"
623,"weitere",0.00015650433078064576,"Further","Missing[""NotAvailable""]"
624,"komm",0.0001562884627381897,"come over","Missing[""NotAvailable""]"
625,"verstehen",0.0001560006386815816,"understand","{""get"", ""understand"", ""apprehend"", ""grasp"", ""comprehend"", ""perceive"", ""figure out"", ""appreciate"", ""catch on""}"
626,"lass",0.00015585672665327757,"let","Missing[""NotAvailable""]"
627,"menge",0.00015499325448345332,"amount","Missing[""NotAvailable""]"
628,"ebenso",0.00015499325448345332,"as well","{""also"", ""too"", ""as well"", ""in addition"", ""ditto"", ""as before""}"
629,"versucht",0.00015405782629947704,"tries","Missing[""NotAvailable""]"
630,"nase",0.00015398587028532502,"nose","Missing[""NotAvailable""]"
631,"deren",0.00015398587028532502,"their","{""whose"", ""of which"", ""of whom""}"
632,"glas",0.00015384195825702098,"Glass","Missing[""NotAvailable""]"
633,"stieg",0.00015384195825702098,"rose","Missing[""NotAvailable""]"
634,"wohnung",0.0001532663101438048,"flat","Missing[""NotAvailable""]"
635,"verstand",0.0001531943541296528,"mind","Missing[""NotAvailable""]"
636,"niemals",0.00015312239811550077,"No way","{""never""}"
637,"habt",0.00015305044210134875,"have","Missing[""NotAvailable""]"
638,"bemerkte",0.00015269066203058864,"noticed","Missing[""NotAvailable""]"
639,"sobald",0.0001521869699315245,"as soon as","Missing[""NotAvailable""]"
640,"könig",0.00015211501391737247,"king","Missing[""NotAvailable""]"
641,"solche",0.00015153936580415632,"such","{""such""}"
642,"könnten",0.00015096371769094015,"could","Missing[""NotAvailable""]"
643,"beine",0.00015060393762018003,"legs","Missing[""NotAvailable""]"
644,"vermutlich",0.00014995633349281184,"presumably","{""reputed"", ""suppositional"", ""presumptive"", ""presumably"", ""supposedly""}"
645,"gebracht",0.00014988437747865982,"brought","Missing[""NotAvailable""]"
646,"genommen",0.00014988437747865982,"took","Missing[""NotAvailable""]"
647,"vielen",0.00014916481733713962,"a lot of","Missing[""NotAvailable""]"
648,"holte",0.0001490928613229876,"took","Missing[""NotAvailable""]"
649,"kapitel",0.00014894894929468356,"chapter","Missing[""NotAvailable""]"
650,"carl",0.00014866112523807546,"carl","Missing[""NotAvailable""]"
651,"langen",0.0001484452571956194,"long","Missing[""NotAvailable""]"
652,"eltern",0.0001484452571956194,"parents","Missing[""NotAvailable""]"
653,"trotz",0.0001484452571956194,"in spite of","{""despite"", ""notwithstanding"", ""in spite of"", ""regardless of"", ""albeit""}"
654,"rahil",0.00014822938915316335,"rahil","Missing[""NotAvailable""]"
655,"hervor",0.000147006136912579,"out","Missing[""NotAvailable""]"
656,"wahrheit",0.00014657440082766686,"truth","Missing[""NotAvailable""]"
657,"sag",0.0001463585327852108,"say","Missing[""NotAvailable""]"
658,"unserer",0.00014520723655877846,"our","{""ours""}"
659,"problem",0.00014484745648801834,"problem","Missing[""NotAvailable""]"
660,"erinnerte",0.0001447035444597143,"recalled","Missing[""NotAvailable""]"
661,"halb",0.00014455963243141027,"half","{""half"", ""only half a""}"
662,"commissario",0.00014448767641725825,"commissario","Missing[""NotAvailable""]"
663,"mensch",0.00014419985236065015,"man","Missing[""NotAvailable""]"
664,"aller",0.00014405594033234612,"all","Missing[""NotAvailable""]"
665,"diesmal",0.00014384007228989006,"this time","Missing[""NotAvailable""]"
666,"aufs",0.00014283268809176176,"onto","Missing[""NotAvailable""]"
667,"lachen",0.00014268877606345772,"laugh","{""laugh""}"
668,"folgte",0.00014254486403515368,"followed","Missing[""NotAvailable""]"
669,"erde",0.00014254486403515368,"earth","Missing[""NotAvailable""]"
670,"land",0.0001419692159219375,"country","Missing[""NotAvailable""]"
671,"treppe",0.00014132161179456932,"stairway","Missing[""NotAvailable""]"
672,"ordnung",0.0001405300956388971,"order","Missing[""NotAvailable""]"
673,"weder",0.00014031422759644101,"neither","Missing[""NotAvailable""]"
674,"lässt",0.00014002640353983294,"leaves","Missing[""NotAvailable""]"
675,"atem",0.00013995444752568092,"breath","Missing[""NotAvailable""]"
676,"jake",0.0001398824915115289,"jake","Missing[""NotAvailable""]"
677,"wenigstens",0.00013937879941246475,"at least","{""at least"", ""at any rate"", ""anyhow"", ""anyway"", ""plus"", ""and above"", ""a minimum of""}"
678,"liegt",0.0001391629313700087,"lies","Missing[""NotAvailable""]"
679,"jedem",0.00013909097535585668,"each","Missing[""NotAvailable""]"
680,"murmelte",0.00013901901934170463,"murmured","Missing[""NotAvailable""]"
681,"gegenüber",0.00013880315129924858,"across from","{""in relation to"", ""towards"", ""with regard to"", ""opposite"", ""facing""}"
682,"bereit",0.00013880315129924858,"ready","{""ready"", ""disposed"", ""willing"", ""inclined"", ""ripe""}"
683,"fallen",0.00013873119528509656,"fall","{""fall"", ""slump"", ""go down"", ""drop"", ""sink"", ""fall away"", ""recede""}"
684,"polizei",0.00013865923927094454,"police","Missing[""NotAvailable""]"
685,"irgendwo",0.00013808359115772837,"somewhere","{""somewhere"", ""someplace"", ""anyplace"", ""anywhere"", ""wherever""}"
686,"reichte",0.00013793967912942434,"enough","Missing[""NotAvailable""]"
687,"ahnung",0.00013793967912942434,"idea","Missing[""NotAvailable""]"
688,"gingen",0.00013793967912942434,"went","Missing[""NotAvailable""]"
689,"büro",0.00013757989905866422,"office","Missing[""NotAvailable""]"
690,"vorsichtig",0.0001375079430445122,"carefully","{""guarded"", ""careful"", ""safe"", ""conservative"", ""cautious"", ""prudent"", ""wary"", ""chary"", ""circumspect"", ""watchful"", ""gingerly"", ""warily""}"
691,"darf",0.000136788382902992,"may","Missing[""NotAvailable""]"
692,"zumindest",0.00013664447087468796,"at least","{""at least"", ""at any rate"", ""anyhow"", ""anyway"", ""a minimum of""}"
693,"fuß",0.00013657251486053594,"foot","Missing[""NotAvailable""]"
694,"fahren",0.00013657251486053594,"drive","{""go"", ""drive"", ""drive a car"", ""ride"", ""navigate"", ""sail""}"
695,"egal",0.00013650055884638392,"no matter","Missing[""NotAvailable""]"
696,"darum",0.00013635664681807986,"therefore","Missing[""NotAvailable""]"
697,"schatten",0.0001361407787756238,"shadow","Missing[""NotAvailable""]"
698,"befand",0.00013599686674731977,"was","Missing[""NotAvailable""]"
699,"schrie",0.00013563708667655965,"cried","Missing[""NotAvailable""]"
700,"buch",0.00013534926261995158,"book","Missing[""NotAvailable""]"
701,"ruhe",0.00013455774646427935,"Quiet","Missing[""NotAvailable""]"
702,"alt",0.00013448579045012733,"old","{""old"", ""aged"", ""stale"", ""ancient""}"
703,"erzählen",0.0001344138344359753,"tell","{""tell"", ""narrate"", ""relate"", ""describe"", ""tell about"", ""recount""}"
704,"geschehen",0.00013412601037936722,"done","{""happen"", ""occur"", ""happen to"", ""befall""}"
705,"sechs",0.0001340540543652152,"six","{""six""}"
706,"gefallen",0.00013391014233691116,"like","{""fallen"", ""dropped"", ""appeal to"", ""attract"", ""please"", ""make happy"", ""down""}"
707,"steckte",0.0001330466701670869,"put","Missing[""NotAvailable""]"
708,"stimmt",0.00013254297806802276,"Right","Missing[""NotAvailable""]"
709,"riss",0.00013232711002556668,"crack","Missing[""NotAvailable""]"
710,"suchen",0.00013232711002556668,"search","{""look for"", ""search for"", ""seek after"", ""seek for"", ""seek"", ""want""}"
711,"kraft",0.00013160754988404648,"force","Missing[""NotAvailable""]"
712,"denke",0.0001310319017708303,"think","Missing[""NotAvailable""]"
713,"deinen",0.0001306001656859182,"your","Missing[""NotAvailable""]"
714,"erinnern",0.00013002451757270202,"recall","{""remember"", ""recall"", ""recollect""}"
715,"telefon",0.00012995256155855,"phone","Missing[""NotAvailable""]"
716,"sprang",0.0001296647375019419,"leapt","Missing[""NotAvailable""]"
717,"brauchen",0.00012952082547363787,"need","{""need"", ""require"", ""need to"", ""have to""}"
718,"hinunter",0.00012908908938872573,"down","{""downward""}"
719,"wieso",0.00012887322134626968,"how so","Missing[""NotAvailable""]"
720,"zuerst",0.00012887322134626968,"first","{""at first"", ""in the beginning"", ""for the first time"", ""first"", ""firstly""}"
721,"besten",0.00012872930931796564,"best","Missing[""NotAvailable""]"
722,"seufzte",0.0001285134412755096,"sighed","Missing[""NotAvailable""]"
723,"kaffee",0.00012844148526135754,"coffee","Missing[""NotAvailable""]"
724,"glaubte",0.00012844148526135754,"thought","Missing[""NotAvailable""]"
725,"weißen",0.0001282256172189015,"white","Missing[""NotAvailable""]"
726,"tasche",0.00012808170519059745,"bag","Missing[""NotAvailable""]"
727,"wären",0.00012800974917644544,"would","Missing[""NotAvailable""]"
728,"länger",0.0001278658371481414,"longer","Missing[""NotAvailable""]"
729,"bekam",0.00012729018903492523,"got","Missing[""NotAvailable""]"
730,"decke",0.00012714627700662116,"blanket","Missing[""NotAvailable""]"
731,"guten",0.0001269304089641651,"good","Missing[""NotAvailable""]"
732,"hinten",0.00012664258490755704,"behind","{""in the back"", ""in the rear"", ""aft"", ""abaft"", ""rearwards"", ""rearward"", ""to the rear""}"
733,"waffe",0.00012664258490755704,"weapon","Missing[""NotAvailable""]"
734,"eins",0.00012628280483679692,"one","{""one""}"
735,"gerne",0.00012628280483679692,"with pleasure","{""gladly"", ""with pleasure""}"
736,"deiner",0.0001262108488226449,"yours","{""yours""}"
737,"treffen",0.00012599498078018885,"to meet","{""afflict"", ""gather"", ""join"", ""meet"", ""strike""}"
738,"beugte",0.00012592302476603683,"leaned","Missing[""NotAvailable""]"
739,"gesprochen",0.00012585106875188479,"spoken","{""spoken""}"
740,"erkannte",0.00012563520070942873,"recognized","Missing[""NotAvailable""]"
741,"erfahren",0.0001255632446952767,"experience","{""experienced"", ""practiced"", ""skilled"", ""feel"", ""experience"", ""find out"", ""discover"", ""learn"", ""smell out"", ""get wind of""}"
742,"sinn",0.0001254912886811247,"sense","Missing[""NotAvailable""]"
743,"kennen",0.0001252034646245166,"know","{""know"", ""be acquainted with""}"
744,"schmerz",0.00012491564056790852,"pain","Missing[""NotAvailable""]"
745,"stuhl",0.00012469977252545247,"chair","Missing[""NotAvailable""]"
746,"sonne",0.00012462781651130045,"Sun","Missing[""NotAvailable""]"
747,"gestern",0.0001244839044829964,"yesterday","{""yesterday""}"
748,"bewegung",0.0001244839044829964,"Move","Missing[""NotAvailable""]"
749,"hinein",0.00012426803644054033,"in","Missing[""NotAvailable""]"
750,"posleen",0.0001234765202848681,"Posleen","Missing[""NotAvailable""]"
751,"krieg",0.0001234765202848681,"war","Missing[""NotAvailable""]"
752,"tagen",0.0001234045642707161,"meet","Missing[""NotAvailable""]"
753,"geralt",0.00012333260825656407,"geralt","Missing[""NotAvailable""]"
754,"woche",0.00012333260825656407,"week","Missing[""NotAvailable""]"
755,"wind",0.00012290087217165194,"wind","Missing[""NotAvailable""]"
756,"dunkelheit",0.0001227569601433479,"Darkness","Missing[""NotAvailable""]"
757,"keller",0.00012225326804428375,"basement, cellar","Missing[""NotAvailable""]"
758,"alter",0.00012218131203013173,"older","Missing[""NotAvailable""]"
759,"armen",0.0001221093560159797,"poor","Missing[""NotAvailable""]"
760,"wochen",0.00012196544398767566,"weeks","Missing[""NotAvailable""]"
761,"teufel",0.00012174957594521959,"devil","Missing[""NotAvailable""]"
762,"dagegen",0.00012153370790276354,"on the other hand","{""however""}"
763,"offensichtlich",0.00012131783986030747,"obviously","{""logical"", ""obvious"", ""apparent"", ""seeming"", ""appearing"", ""axiomatic"", ""self-evident"", ""aphoristic"", ""conspicuous"", ""noticeable"", ""remarkable"", ""evident"", ""clear"", ""plain"", ""unmistakable"", ""palpable"", ""apparently"", ""obviously"", ""clearly"", ""evidently"", ""distinctly"", ""plainly""}"
764,"auge",0.0001211019718178514,"eye","Missing[""NotAvailable""]"
765,"spät",0.00012103001580369938,"late","{""late"", ""belated"", ""too late"", ""tardy""}"
766,"mussten",0.00012081414776124333,"had","Missing[""NotAvailable""]"
767,"william",0.00012052632370463524,"william","Missing[""NotAvailable""]"
768,"irgendwann",0.00012009458761972311,"Sometime","{""sometime""}"
769,"alex",0.00012002263160557109,"Alex","Missing[""NotAvailable""]"
770,"mochte",0.00011966285153481099,"would like to","Missing[""NotAvailable""]"
771,"nämlich",0.0001193750274782029,"namely","{""for"", ""since"", ""as"", ""namely"", ""that is"", ""specifically""}"
772,"tages",0.00011829568726592259,"day","Missing[""NotAvailable""]"
773,"idee",0.00011822373125177057,"idea","Missing[""NotAvailable""]"
774,"julian",0.00011786395118101047,"Julian","Missing[""NotAvailable""]"
775,"indem",0.00011772003915270642,"while","Missing[""NotAvailable""]"
776,"sachen",0.00011743221509609833,"stuff","Missing[""NotAvailable""]"
777,"offen",0.00011743221509609833,"open","{""open"", ""open-ended"", ""unobstructed"", ""unimpeded"", ""unhindered"", ""clear"", ""unrestricted"", ""vacant"", ""frank"", ""overt"", ""loose"", ""receivable"", ""honest"", ""aboveboard"", ""straightforward"", ""sincere"", ""candid"", ""on the up-and-up"", ""on the up and up"", ""upfront"", ""up-front"", ""freely"", ""openly"", ""frankly""}"
778,"haare",0.00011743221509609833,"hair","Missing[""NotAvailable""]"
779,"überall",0.0001172883030677943,"all over","{""everywhere"", ""everyplace""}"
780,"schlüssel",0.00011692852299703419,"key","Missing[""NotAvailable""]"
781,"verschwunden",0.00011685656698288217,"disappeared","Missing[""NotAvailable""]"
782,"schritte",0.00011642483089797004,"steps","Missing[""NotAvailable""]"
783,"erklären",0.00011635287488381802,"to explain","{""clarify"", ""explain"", ""enlighten"", ""illuminate"", ""elucidate"", ""state"", ""show"", ""justify"", ""give a good reason for"", ""explain satisfactorily"", ""declare"", ""account for"", ""define"", ""specify"", ""make clear"", ""profess""}"
784,"kleiner",0.00011570527075644983,"smaller","Missing[""NotAvailable""]"
785,"ohren",0.00011563331474229781,"ears","Missing[""NotAvailable""]"
786,"liegen",0.00011548940271399376,"lie","{""recline"", ""lie"", ""be located"", ""be situated""}"
787,"sicherheit",0.00011469788655832154,"safety","Missing[""NotAvailable""]"
788,"vorstellen",0.00011441006250171345,"imagine","{""advance"", ""bring forward"", ""conceive"", ""conceive of"", ""fancy"", ""fantasize"", ""imagine"", ""introduce"", ""picture"", ""present"", ""put forward"", ""see"", ""show"", ""think"", ""understand"", ""visualize""}"
789,"strich",0.00011433810648756143,"stroke","Missing[""NotAvailable""]"
790,"unterwegs",0.00011412223844510537,"on road","{""under way""}"
791,"kleines",0.00011376245837434526,"small","Missing[""NotAvailable""]"
792,"ernst",0.00011369050236019324,"serious","{""serious"", ""precarious"", ""distressing"", ""solemn"", ""grave"", ""acute"", ""critical"", ""deep"", ""earnest""}"
793,"suchte",0.0001135465903318892,"sought","Missing[""NotAvailable""]"
794,"sehe",0.00011347463431773718,"see","Missing[""NotAvailable""]"
795,"soldaten",0.00011318681026112909,"soldiers","Missing[""NotAvailable""]"
796,"dr.",0.00011261116214791293,"dr.","Missing[""NotAvailable""]"
797,"statt",0.00011225138207715283,"instead of","{""instead of"", ""in place of""}"
798,"arbeiten",0.00011203551403469676,"work","{""work"", ""labor""}"
799,"opfer",0.00011196355802054474,"Victim","Missing[""NotAvailable""]"
800,"versuchen",0.00011189160200639271,"to attempt","{""tempt"", ""attempt"", ""try"", ""seek"", ""endeavor""}"
801,"gespräch",0.00011174768997808867,"conversation","Missing[""NotAvailable""]"
802,"streckte",0.00011138790990732857,"stretched","Missing[""NotAvailable""]"
803,"simon",0.00011131595389317655,"Simon","Missing[""NotAvailable""]"
804,"leider",0.00011095617382241645,"Unfortunately","{""unfortunately"", ""unhappily"", ""regrettably"", ""regretfully""}"
805,"erschien",0.0001108122617941124,"appeared","Missing[""NotAvailable""]"
806,"begriff",0.00011074030577996038,"term","Missing[""NotAvailable""]"
807,"rest",0.00011052443773750431,"rest","Missing[""NotAvailable""]"
808,"stein",0.00011009270165259219,"stone","Missing[""NotAvailable""]"
809,"hinzu",0.00011002074563844017,"in addition","Missing[""NotAvailable""]"
810,"gefragt",0.0001098048775959841,"asked","Missing[""NotAvailable""]"
811,"mac",0.00010973292158183209,"mac","Missing[""NotAvailable""]"
812,"frei",0.000109445097525224,"free","{""free"", ""leisured"", ""casual"", ""unobstructed"", ""unimpeded"", ""unhindered"", ""clear"", ""unrestricted"", ""vacant"", ""gratis"", ""gratuitous"", ""free of charge"", ""for nothing"", ""freely"", ""void of"", ""devoid"", ""destitute of"", ""without"", ""lacking""}"
813,"schlecht",0.000109445097525224,"bad","{""bad"", ""evil"", ""detrimental"", ""wrong"", ""ill"", ""damaging"", ""harming"", ""harmful"", ""deleterious"", ""injurious"", ""pernicious"", ""nauseous"", ""queasy"", ""sick"", ""sick to one's stomach"", ""badly"", ""poorly""}"
814,"woher",0.000109445097525224,"from where","{""where ... from"", ""from where""}"
815,"freunde",0.00010937314151107198,"friends","Missing[""NotAvailable""]"
816,"sahen",0.00010937314151107198,"saw","Missing[""NotAvailable""]"
817,"mitten",0.00010937314151107198,"in the middle","Missing[""NotAvailable""]"
818,"miene",0.00010922922948276793,"expression","Missing[""NotAvailable""]"
819,"kirche",0.00010894140542615985,"church","Missing[""NotAvailable""]"
820,"irgendetwas",0.00010865358136955177,"anything","Missing[""NotAvailable""]"
821,"mußte",0.00010850966934124773,"had to","Missing[""NotAvailable""]"
822,"ecke",0.00010829380129879167,"corner","Missing[""NotAvailable""]"
823,"de",0.00010822184528463964,"de","Missing[""NotAvailable""]"
824,"mich.",0.00010822184528463964,"me.","Missing[""NotAvailable""]"
825,"jemanden",0.0001080779332563356,"someone","Missing[""NotAvailable""]"
826,"mühe",0.0001080779332563356,"effort","Missing[""NotAvailable""]"
827,"zweiten",0.00010800597724218359,"second","Missing[""NotAvailable""]"
828,"beobachtete",0.00010786206521387954,"watching","Missing[""NotAvailable""]"
829,"mach",0.00010757424115727145,"mach","Missing[""NotAvailable""]"
830,"bert",0.0001073583731148154,"bert","Missing[""NotAvailable""]"
831,"lagen",0.00010728641710066336,"lay","Missing[""NotAvailable""]"
832,"ans",0.00010714250507235933,"ans","Missing[""NotAvailable""]"
833,"dank",0.00010714250507235933,"thanks","{""thanks to"", ""because of""}"
834,"freundin",0.00010707054905820731,"girlfriend","Missing[""NotAvailable""]"
835,"voll",0.00010707054905820731,"full","{""unqualified"", ""full"", ""filled"", ""entire"", ""whole"", ""complete"", ""total"", ""integral""}"
836,"mehrere",0.00010699859304405529,"several","{""different"", ""several"", ""a number of"", ""some""}"
837,"mannes",0.00010685468101575124,"man","Missing[""NotAvailable""]"
838,"luke",0.00010678272500159922,"hatch","Missing[""NotAvailable""]"
839,"rasch",0.00010663881297329517,"quickly","{""ready"", ""prompt"", ""fast"", ""quick"", ""swiftly"", ""quickly"", ""apace"", ""soon""}"
840,"zwanzig",0.00010663881297329517,"twenty","{""twenty""}"
841,"peter",0.00010642294493083912,"Peter","Missing[""NotAvailable""]"
842,"kalt",0.00010642294493083912,"cold","{""bleak"", ""raw"", ""cold"", ""indifferent"", ""unfeeling"", ""callous"", ""coldly""}"
843,"überlegte",0.00010627903290253507,"thought","Missing[""NotAvailable""]"
844,"raus",0.00010620707688838305,"Out","Missing[""NotAvailable""]"
845,"knie",0.00010606316486007902,"knee","Missing[""NotAvailable""]"
846,"lage",0.00010591925283177497,"location","Missing[""NotAvailable""]"
847,"füße",0.00010584729681762295,"feet","Missing[""NotAvailable""]"
848,"lehnte",0.00010577534080347093,"rejected","Missing[""NotAvailable""]"
849,"gleichzeitig",0.00010570338478931891,"simultaneously","{""contemporaneous"", ""coexisting"", ""contemporary"", ""simultaneous"", ""all at once"", ""in one time"", ""in one go"", ""at the same time"", ""simultaneously""}"
850,"robert",0.00010555947276101486,"Robert","Missing[""NotAvailable""]"
851,"nächste",0.00010548751674686284,"next","{""nearest"", ""immediate"", ""proximate"", ""following"", ""next""}"
852,"hund",0.00010548751674686284,"dog","Missing[""NotAvailable""]"
853,"schweigen",0.00010541556073271083,"silence","{""remain silent"", ""keep quiet"", ""be silent"", ""be quiet""}"
854,"dennoch",0.00010534360471855881,"yet","{""nevertheless"", ""nonetheless"", ""in spite of this"", ""in spite of that"", ""though"", ""still"", ""yet"", ""however"", ""despite"", ""notwithstanding"", ""in spite of"", ""regardless of"", ""albeit"", ""but""}"
855,"ziehen",0.00010519969269025476,"pull","{""drag"", ""draw"", ""pull along"", ""tug"", ""pull"", ""trace"", ""puff"", ""puff away"", ""extract"", ""draw out"", ""pull out"", ""take out"", ""haul"", ""lug"", ""heave""}"
856,"ben",0.00010483991261949465,"ben","Missing[""NotAvailable""]"
857,"seiten",0.00010483991261949465,"pages","Missing[""NotAvailable""]"
858,"handy",0.00010476795660534264,"mobile phone","Missing[""NotAvailable""]"
859,"ständig",0.00010476795660534264,"constantly","{""continual"", ""uninterrupted"", ""incessant"", ""constant"", ""continuous"", ""nonstop"", ""regular"", ""steady"", ""standing"", ""permanent"", ""invariably"", ""habitually"", ""continuously"", ""ceaselessly"", ""incessantly"", ""relentlessly"", ""uninterruptedly"", ""always"", ""at all times"", ""forever"", ""ever"", ""constantly"", ""continually"", ""persistently""}"
860,"setzen",0.00010469600059119062,"put","{""lay"", ""place"", ""plant"", ""position oneself"", ""put"", ""set"", ""sit down"", ""sit in""}"
861,"sterben",0.00010440817653458253,"to die","{""pass away"", ""pass on"", ""die"", ""decease""}"
862,"mag",0.00010440817653458253,"like","Missing[""NotAvailable""]"
863,"aliena",0.00010426426450627848,"aliena","Missing[""NotAvailable""]"
864,"fing",0.00010426426450627848,"started","Missing[""NotAvailable""]"
865,"o",0.00010419230849212646,"O","Missing[""NotAvailable""]"
866,"paul",0.00010404839646382243,"paul","Missing[""NotAvailable""]"
867,"gruppe",0.00010404839646382243,"group","Missing[""NotAvailable""]"
868,"gehörte",0.00010383252842136636,"belonged","Missing[""NotAvailable""]"
869,"walter",0.00010361666037891029,"walter","Missing[""NotAvailable""]"
870,"schlafen",0.00010347274835060626,"sleep","{""sleep""}"
871,"stark",0.00010347274835060626,"strongly","{""strong"", ""athletic"", ""groovy"", ""heavy"", ""acute"", ""intense"", ""deep"", ""keen"", ""stiff"", ""robust"", ""stout"", ""sturdy"", ""solidly built""}"
872,"dunklen",0.00010340079233645424,"dark","Missing[""NotAvailable""]"
873,"entgegen",0.00010325688030815019,"opposite","Missing[""NotAvailable""]"
874,"schwarze",0.00010318492429399817,"black","Missing[""NotAvailable""]"
875,"toten",0.00010304101226569413,"kill","Missing[""NotAvailable""]"
876,"lesen",0.00010304101226569413,"read","{""read"", ""sound""}"
877,"deinem",0.0001029690562515421,"your","Missing[""NotAvailable""]"
878,"packte",0.00010289710023739009,"grabbed","Missing[""NotAvailable""]"
879,"casey",0.00010282514422323807,"casey","Missing[""NotAvailable""]"
880,"spiel",0.00010275318820908605,"game","Missing[""NotAvailable""]"
881,"früh",0.00010253732016662998,"early","{""early"", ""ahead of time""}"
882,"ohr",0.00010210558408171786,"ear","Missing[""NotAvailable""]"
883,"meinung",0.00010203362806756583,"opinion","Missing[""NotAvailable""]"
884,"richtete",0.00010196167205341381,"taught","Missing[""NotAvailable""]"
885,"sitzen",0.00010181776002510977,"sit","{""sit"", ""be sitting"", ""be seated"", ""sit in""}"
886,"langdon",0.0001016018919826537,"langdon","Missing[""NotAvailable""]"
887,"leo",0.00010152993596850169,"leo","Missing[""NotAvailable""]"
888,"name",0.0001012421119118936,"Surname","Missing[""NotAvailable""]"
889,"deutete",0.00010117015589774158,"pointed","Missing[""NotAvailable""]"
890,"eigene",0.00010095428785528552,"own","Missing[""NotAvailable""]"
891,"überrascht",0.0001008823318411335,"surprised","{""startled"", ""staggered"", ""astounded"", ""amazed"", ""dazed"", ""astonished"", ""dazzled"", ""dumbfounded"", ""dumfounded"", ""flabbergasted"", ""surprised""}"
892,"parker",0.00010073841981282946,"parker","Missing[""NotAvailable""]"
893,"hing",0.00010045059575622138,"hung","Missing[""NotAvailable""]"
894,"wütend",0.00010009081568546127,"angry","{""fierce"", ""enraged"", ""furious"", ""infuriated"", ""mad"", ""livid"", ""incensed""}"
895,"schreibtisch",0.00010009081568546127,"writing desk","Missing[""NotAvailable""]"
896,"wenige",0.00010001885967130924,"few","Missing[""NotAvailable""]"
897,"brach",0.0000998749476430052,"broke","{""fallow""}"
898,"scheint",0.00009980299162885319,"seems","Missing[""NotAvailable""]"
899,"deutlich",0.00009965907960054914,"clear","{""outright"", ""out-and-out"", ""absolute"", ""downright"", ""definite"", ""clear-cut"", ""precise"", ""well-defined"", ""explicit"", ""clear"", ""clean-cut"", ""perspicuous"", ""distinct"", ""sharply defined"", ""unmistakable"", ""evident"", ""apparent"", ""obvious"", ""plain"", ""clearly"", ""obviously"", ""evidently"", ""distinctly"", ""plainly""}"
900,"mr.",0.0000995151675722451,"mr.","Missing[""NotAvailable""]"
901,"mitte",0.00009937125554394105,"center","Missing[""NotAvailable""]"
902,"jericho",0.00009922734351563701,"jericho","Missing[""NotAvailable""]"
903,"wut",0.000099155387501485,"fury","Missing[""NotAvailable""]"
904,"miteinander",0.00009886756344487691,"together","{""together"", ""with each other""}"
905,"sekunden",0.0000985077833741168,"seconds","Missing[""NotAvailable""]"
906,"meines",0.0000985077833741168,"mine","{""mine""}"
907,"weiteren",0.00009843582735996479,"more","Missing[""NotAvailable""]"
908,"hieß",0.00009836387134581276,"was","Missing[""NotAvailable""]"
